;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-06-08;ORIENTE;CHUZA;13,87;5.516.800,00;60,49%
2015-06-08;ORIENTE;GUAVIO;95,71;22.413.100,00;69,95%
2015-06-08;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.929.700,00;76,10%
2015-06-08;VALLE;ALTOANCHICAYA;34,23;3.646.800,00;78,76%
2015-06-08;VALLE;CALIMA;15,07;675.700,00;118,54%
2015-06-08;VALLE;CAUCA SALVAJINA;85,35;2.034.700,00;67,60%
2015-06-08;VALLE;DIGUA;23,01;293.800,00;83,94%
2015-06-08;VALLE;FLORIDA II;18,86;377.200,00;85,73%
2015-06-09;ANTIOQUIA;A. SAN LORENZO;137,12;31.510.800,00;318,29%
2015-06-09;ANTIOQUIA;CONCEPCION;17,52;4.775.100,00;192,54%
2015-06-09;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);12,70;3.461.400,00;96,15%
2015-06-09;ANTIOQUIA;DESV. MANSO;7,93;382.200,00;74,94%
2015-06-09;ANTIOQUIA;GRANDE;35,35;11.056.100,00;94,98%
2015-06-09;ANTIOQUIA;GUADALUPE;55,27;15.064.900,00;202,49%
2015-06-09;ANTIOQUIA;GUATAPE;42,99;7.246.800,00;129,64%
2015-06-09;ANTIOQUIA;MIEL I;92,29;4.450.300,00;134,05%
2015-06-09;ANTIOQUIA;NARE;37,05;13.010.300,00;62,07%
2015-06-09;ANTIOQUIA;PORCE II;138,73;17.657.500,00;150,53%
2015-06-09;ANTIOQUIA;PORCE III;22,14;1.633.200,00;92,27%
2015-06-09;ANTIOQUIA;SAN CARLOS;51,49;6.759.400,00;196,49%
2015-06-09;ANTIOQUIA;TENCHE;13,46;3.667.200,00;247,78%
2015-06-09;CARIBE;SINU URRA;630,78;6.779.100,00;133,45%
2015-06-09;CENTRO;AMOYA;41,86;4.888.600,00;183,78%
2015-06-09;CENTRO;BOGOTA N.R.;22,35;8.889.800,00;54,94%
2015-06-09;CENTRO;MAGDALENA BETANIA;570,74;8.515.900,00;97,55%
2015-06-09;CENTRO;PRADO;19,30;227.100,00;43,67%
2015-06-09;CENTRO;SOGAMOSO;271,22;8.492.700,00;48,50%
2015-06-09;ORIENTE;BATA;90,71;15.266.100,00;61,02%
2015-06-09;ORIENTE;CHUZA;13,30;5.290.100,00;58,01%
2015-06-09;ORIENTE;GUAVIO;123,18;28.846.000,00;90,03%
2015-06-09;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.967.500,00;103,05%
2015-06-09;VALLE;ALTOANCHICAYA;36,10;3.846.000,00;83,07%
2015-06-09;VALLE;CALIMA;13,21;592.300,00;103,91%
2015-06-09;VALLE;CAUCA SALVAJINA;77,78;1.854.200,00;61,60%
2015-06-09;VALLE;DIGUA;21,03;268.600,00;76,74%
2015-06-09;VALLE;FLORIDA II;19,61;392.200,00;89,14%
2015-06-10;ANTIOQUIA;A. SAN LORENZO;41,55;9.547.900,00;96,44%
2015-06-10;ANTIOQUIA;CONCEPCION;5,55;1.511.900,00;60,96%
2015-06-10;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,59;2.341.200,00;65,03%
2015-06-10;ANTIOQUIA;DESV. MANSO;9,50;458.000,00;89,80%
2015-06-10;ANTIOQUIA;GRANDE;20,24;6.328.800,00;54,37%
2015-06-10;ANTIOQUIA;GUADALUPE;21,07;5.743.800,00;77,20%
2015-06-10;ANTIOQUIA;GUATAPE;102,73;17.316.400,00;309,77%
2015-06-10;ANTIOQUIA;MIEL I;106,40;5.130.500,00;154,53%
2015-06-10;ANTIOQUIA;NARE;54,30;19.065.200,00;90,96%
2015-06-10;ANTIOQUIA;PORCE II;76,17;9.694.400,00;82,65%
2015-06-10;ANTIOQUIA;PORCE III;13,10;966.400,00;54,60%
2015-06-10;ANTIOQUIA;SAN CARLOS;150,00;19.689.400,00;572,37%
2015-06-10;ANTIOQUIA;TENCHE;4,23;1.153.200,00;77,92%
2015-06-10;CARIBE;SINU URRA;615,23;6.612.000,00;130,16%
2015-06-10;CENTRO;AMOYA;86,44;10.095.500,00;379,53%
2015-06-10;CENTRO;BOGOTA N.R.;18,04;7.175.400,00;44,35%
2015-06-10;CENTRO;MAGDALENA BETANIA;594,54;8.871.000,00;101,62%
2015-06-10;CENTRO;PRADO;71,92;846.300,00;162,75%
2015-06-10;CENTRO;SOGAMOSO;330,91;10.361.600,00;59,18%
2015-06-10;ORIENTE;BATA;105,04;17.677.700,00;70,65%
2015-06-10;ORIENTE;CHUZA;17,27;6.869.200,00;75,32%
2015-06-10;ORIENTE;GUAVIO;142,19;33.297.700,00;103,93%
2015-06-10;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.838.400,00;99,70%
2015-06-10;VALLE;ALTOANCHICAYA;46,91;4.997.700,00;107,94%
2015-06-10;VALLE;CALIMA;8,63;386.900,00;67,88%
2015-06-10;VALLE;CAUCA SALVAJINA;82,70;1.971.500,00;65,50%
2015-06-10;VALLE;DIGUA;21,51;274.700,00;78,49%
2015-06-10;VALLE;FLORIDA II;16,21;324.200,00;73,68%
2015-06-11;ANTIOQUIA;A. SAN LORENZO;62,99;14.474.800,00;146,21%
2015-06-11;ANTIOQUIA;CONCEPCION;6,59;1.796.100,00;72,42%
2015-06-11;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,44;2.572.900,00;71,47%
2015-06-11;ANTIOQUIA;DESV. MANSO;9,38;452.200,00;88,67%
2015-06-11;ANTIOQUIA;GRANDE;23,80;7.444.000,00;63,95%
2015-06-11;ANTIOQUIA;GUADALUPE;43,45;11.843.500,00;159,19%
2015-06-11;ANTIOQUIA;GUATAPE;21,85;3.682.400,00;65,87%
2015-06-11;ANTIOQUIA;MIEL I;67,69;3.264.000,00;98,31%
2015-06-11;ANTIOQUIA;NARE;39,65;13.920.800,00;66,42%
2015-06-11;ANTIOQUIA;PORCE II;113,61;14.460.500,00;123,28%
2015-06-11;ANTIOQUIA;PORCE III;12,74;940.100,00;53,11%
2015-06-11;ANTIOQUIA;SAN CARLOS;57,86;7.594.500,00;220,77%
2015-06-11;ANTIOQUIA;TENCHE;6,09;1.660.400,00;112,19%
2015-06-11;CARIBE;SINU URRA;594,14;6.385.300,00;125,69%
2015-06-11;CENTRO;AMOYA;50,67;5.917.500,00;222,46%
2015-06-11;CENTRO;BOGOTA N.R.;19,44;7.732.300,00;47,79%
2015-06-11;CENTRO;MAGDALENA BETANIA;617,06;9.207.000,00;105,46%
2015-06-11;CENTRO;PRADO;21,75;255.900,00;49,21%
2015-06-11;CENTRO;SOGAMOSO;322,91;10.111.200,00;57,75%
2015-06-11;ORIENTE;BATA;224,83;37.837.800,00;151,23%
2015-06-11;ORIENTE;CHUZA;25,14;9.999.500,00;109,64%
2015-06-11;ORIENTE;GUAVIO;174,48;40.859.300,00;127,53%
2015-06-11;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.885.300,00;100,92%
2015-06-11;VALLE;ALTOANCHICAYA;42,17;4.492.700,00;97,03%
2015-06-11;VALLE;CALIMA;6,19;277.500,00;48,68%
2015-06-11;VALLE;CAUCA SALVAJINA;72,16;1.720.200,00;57,15%
2015-06-11;VALLE;DIGUA;21,52;274.800,00;78,51%
2015-06-11;VALLE;FLORIDA II;17,24;344.800,00;78,36%
2015-06-12;ANTIOQUIA;A. SAN LORENZO;24,01;5.521.800,00;55,78%
2015-06-12;ANTIOQUIA;CONCEPCION;4,97;1.353.200,00;54,56%
2015-06-12;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,87;2.690.100,00;74,73%
2015-06-12;ANTIOQUIA;DESV. MANSO;5,42;261.200,00;51,22%
2015-06-12;ANTIOQUIA;GRANDE;24,81;7.782.700,00;66,86%
2015-06-12;ANTIOQUIA;GUADALUPE;29,83;8.130.500,00;109,28%
2015-06-12;ANTIOQUIA;GUATAPE;21,10;3.559.400,00;63,67%
2015-06-12;ANTIOQUIA;MIEL I;54,19;2.613.300,00;78,71%
2015-06-12;ANTIOQUIA;NARE;24,22;8.544.700,00;40,77%
2015-06-12;ANTIOQUIA;PORCE II;51,38;6.541.100,00;55,76%
2015-06-12;ANTIOQUIA;PORCE III;6,40;472.500,00;26,69%
2015-06-12;ANTIOQUIA;SAN CARLOS;45,25;5.939.600,00;172,66%
2015-06-12;ANTIOQUIA;TENCHE;4,93;1.344.000,00;90,81%
2015-06-12;CARIBE;SINU URRA;448,89;4.784.400,00;94,18%
2015-06-12;CENTRO;AMOYA;33,85;3.953.200,00;148,62%
2015-06-12;CENTRO;BOGOTA N.R.;21,08;8.384.600,00;51,82%
2015-06-12;CENTRO;MAGDALENA BETANIA;385,56;5.770.400,00;66,10%
2015-06-12;CENTRO;PRADO;23,73;280.000,00;53,85%
2015-06-12;CENTRO;SOGAMOSO;295,95;9.266.900,00;52,92%
2015-06-12;ORIENTE;BATA;108,38;18.239.800,00;72,90%
2015-06-12;ORIENTE;CHUZA;19,34;7.692.500,00;84,35%
2015-06-12;ORIENTE;GUAVIO;121,72;28.462.900,00;88,84%
2015-06-12;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.735.600,00;71,05%
2015-06-12;VALLE;ALTOANCHICAYA;30,69;3.269.700,00;70,62%
2015-06-12;VALLE;CALIMA;6,08;273.000,00;47,89%
2015-06-12;VALLE;CAUCA SALVAJINA;66,33;1.581.300,00;52,53%
2015-06-12;VALLE;DIGUA;26,80;342.200,00;97,77%
2015-06-12;VALLE;FLORIDA II;14,37;287.400,00;65,32%
2015-06-13;ANTIOQUIA;A. SAN LORENZO;22,20;5.104.200,00;51,56%
2015-06-13;ANTIOQUIA;CONCEPCION;5,82;1.586.800,00;63,98%
2015-06-13;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,74;2.654.700,00;73,74%
2015-06-13;ANTIOQUIA;DESV. MANSO;4,35;210.000,00;41,18%
2015-06-13;ANTIOQUIA;GRANDE;20,43;6.408.600,00;55,06%
2015-06-13;ANTIOQUIA;GUADALUPE;27,45;7.482.400,00;100,57%
2015-06-13;ANTIOQUIA;GUATAPE;20,83;3.513.700,00;62,86%
2015-06-13;ANTIOQUIA;MIEL I;47,00;2.266.300,00;68,26%
2015-06-13;ANTIOQUIA;NARE;28,84;10.176.900,00;48,55%
2015-06-13;ANTIOQUIA;PORCE II;69,34;8.826.500,00;75,25%
2015-06-13;ANTIOQUIA;PORCE III;9,83;725.400,00;40,98%
2015-06-13;ANTIOQUIA;SAN CARLOS;47,32;6.211.500,00;180,57%
2015-06-13;ANTIOQUIA;TENCHE;3,75;1.021.800,00;69,04%
2015-06-13;CARIBE;SINU URRA;398,22;4.244.400,00;83,55%
2015-06-13;CENTRO;AMOYA;29,98;3.501.400,00;131,63%
2015-06-13;CENTRO;BOGOTA N.R.;36,67;14.585.600,00;90,15%
2015-06-13;CENTRO;MAGDALENA BETANIA;402,12;6.018.300,00;68,94%
2015-06-13;CENTRO;PRADO;18,40;217.100,00;41,75%
2015-06-13;CENTRO;SOGAMOSO;204,58;6.405.800,00;36,58%
2015-06-13;ORIENTE;BATA;168,01;28.275.300,00;113,01%
2015-06-13;ORIENTE;CHUZA;66,63;26.502.200,00;290,59%
2015-06-13;ORIENTE;GUAVIO;267,94;62.654.900,00;195,55%
2015-06-13;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.850.800,00;100,02%
2015-06-13;VALLE;ALTOANCHICAYA;28,10;2.993.700,00;64,66%
2015-06-13;VALLE;CALIMA;6,16;276.600,00;48,53%
2015-06-13;VALLE;CAUCA SALVAJINA;61,21;1.459.200,00;48,48%
2015-06-13;VALLE;DIGUA;22,00;280.900,00;80,26%
2015-06-13;VALLE;FLORIDA II;10,48;209.600,00;47,64%
2015-06-14;ANTIOQUIA;A. SAN LORENZO;32,45;7.461.900,00;75,37%
2015-06-14;ANTIOQUIA;CONCEPCION;4,98;1.356.200,00;54,69%
2015-06-14;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,92;2.431.200,00;67,53%
2015-06-14;ANTIOQUIA;DESV. MANSO;1,97;95.000,00;18,63%
2015-06-14;ANTIOQUIA;GRANDE;17,90;5.612.900,00;48,22%
2015-06-14;ANTIOQUIA;GUADALUPE;22,34;6.088.800,00;81,84%
2015-06-14;ANTIOQUIA;GUATAPE;20,88;3.522.100,00;63,01%
2015-06-14;ANTIOQUIA;MIEL I;41,99;2.024.900,00;60,99%
2015-06-14;ANTIOQUIA;NARE;21,77;7.681.700,00;36,65%
2015-06-14;ANTIOQUIA;PORCE II;62,01;7.894.200,00;67,30%
2015-06-14;ANTIOQUIA;PORCE III;5,86;432.100,00;24,41%
2015-06-14;ANTIOQUIA;SAN CARLOS;42,98;5.641.100,00;163,99%
2015-06-14;ANTIOQUIA;TENCHE;3,04;828.600,00;55,99%
2015-06-14;CARIBE;SINU URRA;424,97;4.529.500,00;89,16%
2015-06-14;CENTRO;AMOYA;43,44;5.073.500,00;190,73%
2015-06-14;CENTRO;BOGOTA N.R.;43,42;17.270.400,00;106,74%
2015-06-14;CENTRO;MAGDALENA BETANIA;368,42;5.513.900,00;63,16%
2015-06-14;CENTRO;PRADO;17,99;212.300,00;40,83%
2015-06-14;CENTRO;SOGAMOSO;214,40;6.713.400,00;38,34%
2015-06-14;ORIENTE;BATA;136,06;22.898.200,00;91,52%
2015-06-14;ORIENTE;CHUZA;40,86;16.252.100,00;178,20%
2015-06-14;ORIENTE;GUAVIO;185,31;43.332.700,00;135,25%
2015-06-14;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.191.200,00;82,89%
2015-06-14;VALLE;ALTOANCHICAYA;34,51;3.676.600,00;79,41%
2015-06-14;VALLE;CALIMA;3,79;170.200,00;29,86%
2015-06-14;VALLE;CAUCA SALVAJINA;57,36;1.367.400,00;45,43%
2015-06-14;VALLE;DIGUA;20,12;256.900,00;73,40%
2015-06-14;VALLE;FLORIDA II;11,26;225.200,00;51,18%
2015-06-15;ANTIOQUIA;A. SAN LORENZO;33,77;7.766.400,00;78,45%
2015-06-15;ANTIOQUIA;CONCEPCION;5,59;1.523.800,00;61,44%
2015-06-15;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,97;2.444.800,00;67,91%
2015-06-15;ANTIOQUIA;DESV. MANSO;2,20;106.000,00;20,78%
2015-06-15;ANTIOQUIA;GRANDE;28,95;9.080.200,00;78,01%
2015-06-15;ANTIOQUIA;GUADALUPE;27,92;7.609.400,00;102,28%
2015-06-15;ANTIOQUIA;GUATAPE;25,11;4.236.700,00;75,79%
2015-06-15;ANTIOQUIA;MIEL I;50,56;2.438.000,00;73,43%
2015-06-15;ANTIOQUIA;NARE;29,93;10.559.700,00;50,38%
2015-06-15;ANTIOQUIA;PORCE II;91,07;11.593.000,00;98,83%
2015-06-15;ANTIOQUIA;PORCE III;7,69;567.000,00;32,03%
2015-06-15;ANTIOQUIA;SAN CARLOS;50,41;6.617.100,00;192,36%
2015-06-15;ANTIOQUIA;TENCHE;4,45;1.212.900,00;81,95%
2015-06-15;CARIBE;SINU URRA;522,95;5.573.800,00;109,72%
2015-06-15;CENTRO;AMOYA;39,59;4.623.900,00;173,83%
2015-06-15;CENTRO;BOGOTA N.R.;22,95;9.128.400,00;56,42%
2015-06-15;CENTRO;MAGDALENA BETANIA;394,30;5.901.300,00;67,60%
2015-06-15;CENTRO;PRADO;10,40;122.700,00;23,60%
2015-06-15;CENTRO;SOGAMOSO;177,06;5.544.100,00;31,66%
2015-06-15;ORIENTE;BATA;92,47;15.562.300,00;62,20%
2015-06-15;ORIENTE;CHUZA;57,60;22.910.500,00;251,21%
2015-06-15;ORIENTE;GUAVIO;211,08;49.358.800,00;154,05%
2015-06-15;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.475.500,00;90,27%
2015-06-15;VALLE;ALTOANCHICAYA;34,88;3.716.100,00;80,26%
2015-06-15;VALLE;CALIMA;7,24;325.100,00;57,04%
2015-06-15;VALLE;CAUCA SALVAJINA;57,25;1.364.800,00;45,34%
2015-06-15;VALLE;DIGUA;26,11;333.400,00;95,26%
2015-06-15;VALLE;FLORIDA II;12,58;251.600,00;57,18%
2015-06-16;ANTIOQUIA;A. SAN LORENZO;25,37;5.834.500,00;58,93%
2015-06-16;ANTIOQUIA;CONCEPCION;4,87;1.326.200,00;53,48%
2015-06-16;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,55;2.330.300,00;64,73%
2015-06-16;ANTIOQUIA;DESV. MANSO;0,88;42.600,00;8,35%
2015-06-16;ANTIOQUIA;GRANDE;22,26;6.982.000,00;59,98%
2015-06-16;ANTIOQUIA;GUADALUPE;27,21;7.415.600,00;99,67%
2015-06-16;ANTIOQUIA;GUATAPE;17,81;3.004.900,00;53,75%
2015-06-16;ANTIOQUIA;MIEL I;40,27;1.941.800,00;58,49%
2015-06-16;ANTIOQUIA;NARE;25,34;8.940.600,00;42,66%
2015-06-16;ANTIOQUIA;PORCE II;55,83;7.107.200,00;60,59%
2015-06-16;ANTIOQUIA;PORCE III;1,67;123.200,00;6,96%
2015-06-16;ANTIOQUIA;SAN CARLOS;41,89;5.498.600,00;159,84%
2015-06-16;ANTIOQUIA;TENCHE;3,14;855.800,00;57,82%
2015-06-16;CARIBE;SINU URRA;390,64;4.163.600,00;81,96%
2015-06-16;CENTRO;AMOYA;45,45;5.308.300,00;199,56%
2015-06-16;CENTRO;BOGOTA N.R.;41,49;16.502.700,00;101,99%
2015-06-16;CENTRO;MAGDALENA BETANIA;452,87;6.777.800,00;77,64%
2015-06-16;CENTRO;PRADO;21,51;253.800,00;48,81%
2015-06-16;CENTRO;SOGAMOSO;481,62;15.080.700,00;86,13%
2015-06-16;ORIENTE;BATA;124,67;20.981.400,00;83,86%
2015-06-16;ORIENTE;CHUZA;31,53;12.541.100,00;137,51%
2015-06-16;ORIENTE;GUAVIO;173,10;40.477.600,00;126,33%
2015-06-16;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.256.400,00;84,58%
2015-06-16;VALLE;ALTOANCHICAYA;29,82;3.177.000,00;68,62%
2015-06-16;VALLE;CALIMA;3,79;170.200,00;29,86%
2015-06-16;VALLE;CAUCA SALVAJINA;48,65;1.159.800,00;38,53%
2015-06-16;VALLE;DIGUA;21,73;277.500,00;79,29%
2015-06-16;VALLE;FLORIDA II;10,81;216.200,00;49,14%
2015-06-17;ANTIOQUIA;A. SAN LORENZO;19,90;4.575.900,00;46,22%
2015-06-17;ANTIOQUIA;CONCEPCION;4,34;1.182.600,00;47,69%
2015-06-17;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,13;1.670.800,00;46,41%
2015-06-17;ANTIOQUIA;DESV. MANSO;0,20;9.800,00;1,92%
2015-06-17;ANTIOQUIA;GRANDE;16,18;5.075.700,00;43,61%
2015-06-17;ANTIOQUIA;GUADALUPE;21,03;5.732.100,00;77,04%
2015-06-17;ANTIOQUIA;GUATAPE;26,16;4.413.300,00;78,95%
2015-06-17;ANTIOQUIA;MIEL I;37,14;1.790.900,00;53,94%
2015-06-17;ANTIOQUIA;NARE;20,54;7.245.600,00;34,57%
2015-06-17;ANTIOQUIA;PORCE II;59,10;7.523.300,00;64,14%
2015-06-17;ANTIOQUIA;PORCE III;4,62;340.900,00;19,26%
2015-06-17;ANTIOQUIA;SAN CARLOS;38,19;5.013.000,00;145,73%
2015-06-17;ANTIOQUIA;TENCHE;2,78;757.700,00;51,20%
2015-06-17;CARIBE;SINU URRA;400,06;4.264.000,00;83,94%
2015-06-17;CENTRO;AMOYA;45,40;5.302.900,00;199,36%
2015-06-17;CENTRO;BOGOTA N.R.;25,24;10.039.300,00;62,05%
2015-06-17;CENTRO;MAGDALENA BETANIA;433,35;6.485.700,00;74,29%
2015-06-17;CENTRO;PRADO;14,53;171.400,00;32,96%
2015-06-17;CENTRO;SOGAMOSO;248,59;7.784.100,00;44,46%
2015-06-17;ORIENTE;BATA;99,87;16.807.600,00;67,18%
2015-06-17;ORIENTE;CHUZA;17,33;6.893.000,00;75,58%
2015-06-17;ORIENTE;GUAVIO;123,09;28.783.300,00;89,84%
2015-06-17;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.497.800,00;64,88%
2015-06-17;VALLE;ALTOANCHICAYA;23,53;2.506.800,00;54,14%
2015-06-17;VALLE;CALIMA;5,69;255.500,00;44,82%
2015-06-17;VALLE;CAUCA SALVAJINA;54,95;1.310.000,00;43,52%
2015-06-17;VALLE;DIGUA;28,75;367.100,00;104,89%
2015-06-17;VALLE;FLORIDA II;17,58;351.600,00;79,91%
2015-06-18;ANTIOQUIA;A. SAN LORENZO;19,12;4.397.000,00;44,41%
2015-06-18;ANTIOQUIA;CONCEPCION;3,66;997.800,00;40,23%
2015-06-18;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,56;2.060.000,00;57,22%
2015-06-18;ANTIOQUIA;DESV. MANSO;0,00;;
2015-06-18;ANTIOQUIA;GRANDE;16,27;5.102.900,00;43,84%
2015-06-18;ANTIOQUIA;GUADALUPE;21,93;5.975.700,00;80,32%
2015-06-18;ANTIOQUIA;GUATAPE;10,76;1.814.600,00;32,46%
2015-06-18;ANTIOQUIA;MIEL I;35,26;1.700.300,00;51,21%
2015-06-18;ANTIOQUIA;NARE;17,59;6.205.100,00;29,60%
2015-06-18;ANTIOQUIA;PORCE II;44,52;5.667.600,00;48,32%
2015-06-18;ANTIOQUIA;PORCE III;13,88;1.024.400,00;57,88%
2015-06-18;ANTIOQUIA;SAN CARLOS;34,16;4.484.600,00;130,37%
2015-06-18;ANTIOQUIA;TENCHE;2,60;708.900,00;47,90%
2015-06-18;CARIBE;SINU URRA;319,58;3.406.200,00;67,05%
2015-06-18;CENTRO;AMOYA;22,19;2.591.400,00;97,42%
2015-06-18;CENTRO;BOGOTA N.R.;34,43;13.694.600,00;84,64%
2015-06-18;CENTRO;MAGDALENA BETANIA;543,83;8.139.200,00;93,23%
2015-06-18;CENTRO;PRADO;13,86;163.500,00;31,44%
2015-06-18;CENTRO;SOGAMOSO;310,30;9.716.500,00;55,49%
2015-06-18;ORIENTE;BATA;115,67;19.466.700,00;77,80%
2015-06-18;ORIENTE;CHUZA;51,37;20.432.500,00;224,04%
2015-06-18;ORIENTE;GUAVIO;222,77;52.092.400,00;162,59%
2015-06-18;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.252.800,00;84,49%
2015-06-18;VALLE;ALTOANCHICAYA;25,04;2.667.700,00;57,62%
2015-06-18;VALLE;CALIMA;5,70;256.000,00;44,91%
2015-06-18;VALLE;CAUCA SALVAJINA;63,24;1.507.600,00;50,09%
2015-06-18;VALLE;DIGUA;20,12;256.900,00;73,40%
2015-06-18;VALLE;FLORIDA II;16,78;335.600,00;76,27%
2015-06-19;ANTIOQUIA;A. SAN LORENZO;18,50;4.254.500,00;42,97%
2015-06-19;ANTIOQUIA;CONCEPCION;3,57;973.600,00;39,26%
2015-06-19;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,28;1.983.900,00;55,11%
2015-06-19;ANTIOQUIA;DESV. MANSO;0,00;;
2015-06-19;ANTIOQUIA;GRANDE;15,56;4.879.900,00;41,92%
2015-06-19;ANTIOQUIA;GUADALUPE;15,94;4.343.400,00;58,38%
2015-06-19;ANTIOQUIA;GUATAPE;21,96;3.705.400,00;66,29%
2015-06-19;ANTIOQUIA;MIEL I;33,53;1.616.600,00;48,69%
2015-06-19;ANTIOQUIA;NARE;16,47;5.809.600,00;27,72%
2015-06-19;ANTIOQUIA;PORCE II;50,60;6.441.900,00;54,92%
2015-06-19;ANTIOQUIA;PORCE III;11,35;837.100,00;47,29%
2015-06-19;ANTIOQUIA;SAN CARLOS;33,24;4.363.500,00;126,85%
2015-06-19;ANTIOQUIA;TENCHE;2,07;562.800,00;38,03%
2015-06-19;CARIBE;SINU URRA;291,05;3.102.100,00;61,06%
2015-06-19;CENTRO;AMOYA;19,85;2.317.900,00;87,14%
2015-06-19;CENTRO;BOGOTA N.R.;67,51;26.852.200,00;165,96%
2015-06-19;CENTRO;MAGDALENA BETANIA;586,95;8.784.500,00;100,62%
2015-06-19;CENTRO;PRADO;13,47;158.900,00;30,56%
2015-06-19;CENTRO;SOGAMOSO;226,74;7.099.800,00;40,55%
2015-06-19;ORIENTE;BATA;320,52;53.942.000,00;215,60%
2015-06-19;ORIENTE;CHUZA;41,77;16.614.100,00;182,17%
2015-06-19;ORIENTE;GUAVIO;265,49;62.082.000,00;193,76%
2015-06-19;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.059.800,00;105,45%
2015-06-19;VALLE;ALTOANCHICAYA;23,23;2.474.900,00;53,45%
2015-06-19;VALLE;CALIMA;4,64;208.400,00;36,56%
2015-06-19;VALLE;CAUCA SALVAJINA;101,04;2.408.700,00;80,02%
2015-06-19;VALLE;DIGUA;19,22;245.400,00;70,11%
2015-06-19;VALLE;FLORIDA II;24,37;487.400,00;110,77%
2015-06-20;ANTIOQUIA;A. SAN LORENZO;18,04;4.148.700,00;41,91%
2015-06-20;ANTIOQUIA;CONCEPCION;3,56;970.000,00;39,11%
2015-06-20;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,07;1.927.000,00;53,53%
2015-06-20;ANTIOQUIA;DESV. MANSO;0,00;;
2015-06-20;ANTIOQUIA;GRANDE;15,53;4.871.500,00;41,85%
2015-06-20;ANTIOQUIA;GUADALUPE;15,22;4.149.400,00;55,77%
2015-06-20;ANTIOQUIA;GUATAPE;18,10;3.054.500,00;54,64%
2015-06-20;ANTIOQUIA;MIEL I;32,07;1.546.200,00;46,57%
2015-06-20;ANTIOQUIA;NARE;15,66;5.524.900,00;26,36%
2015-06-20;ANTIOQUIA;PORCE II;50,50;6.428.200,00;54,80%
2015-06-20;ANTIOQUIA;PORCE III;13,09;965.600,00;54,55%
2015-06-20;ANTIOQUIA;SAN CARLOS;33,12;4.347.600,00;126,38%
2015-06-20;ANTIOQUIA;TENCHE;2,89;786.600,00;53,15%
2015-06-20;CARIBE;SINU URRA;335,97;3.580.900,00;70,49%
2015-06-20;CENTRO;AMOYA;93,65;10.938.000,00;411,20%
2015-06-20;CENTRO;BOGOTA N.R.;63,17;25.126.000,00;155,29%
2015-06-20;CENTRO;MAGDALENA BETANIA;1.494,16;22.362.200,00;256,15%
2015-06-20;CENTRO;PRADO;7,26;85.700,00;16,48%
2015-06-20;CENTRO;SOGAMOSO;242,70;7.599.600,00;43,40%
2015-06-20;ORIENTE;BATA;187,78;31.602.500,00;126,31%
2015-06-20;ORIENTE;CHUZA;26,14;10.397.200,00;114,00%
2015-06-20;ORIENTE;GUAVIO;154,11;36.037.000,00;112,48%
2015-06-20;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.442.100,00;89,41%
2015-06-20;VALLE;ALTOANCHICAYA;20,76;2.211.700,00;47,77%
2015-06-20;VALLE;CALIMA;2,89;129.800,00;22,77%
2015-06-20;VALLE;CAUCA SALVAJINA;209,53;4.995.000,00;165,95%
2015-06-20;VALLE;DIGUA;15,48;197.700,00;56,49%
2015-06-20;VALLE;FLORIDA II;19,85;397.000,00;90,23%
2015-06-21;ANTIOQUIA;A. SAN LORENZO;17,85;4.103.600,00;41,45%
2015-06-21;ANTIOQUIA;CONCEPCION;3,96;1.080.400,00;43,56%
2015-06-21;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,45;2.031.600,00;56,43%
2015-06-21;ANTIOQUIA;DESV. MANSO;0,00;;
